scaffold position Cposition windSize exonL exonP geneN
Herato1202 2475000.0 3126729.0 50000 911 0.01822 2
Herato1202 2525000.0 3176729.0 50000 733 0.01466 0
Herato1202 2575000.0 3226729.0 50000 1123 0.02246 0
Herato1202 2625000.0 3276729.0 50000 7386 0.14772 5
Herato1202 2675000.0 3326729.0 50000 142 0.00284 1
Herato1202 2725000.0 3376729.0 50000 2658 0.05316 1
Herato1202 2775000.0 3426729.0 50000 2532 0.05064 1
Herato1202 2825000.0 3476729.0 50000 1423 0.02846 1
Herato1202 2875000.0 3526729.0 50000 3255 0.0651 2
Herato1202 2925000.0 3576729.0 50000 5507 0.11014 1
Herato1202 2975000.0 3626729.0 50000 4262 0.08524 4
Herato1202 3025000.0 3676729.0 50000 0 0 0
Herato1202 3075000.0 3726729.0 50000 1154 0.02308 1
Herato1202 3125000.0 3776729.0 50000 12024 0.24048 6
Herato1202 3175000.0 3826729.0 50000 7285 0.1457 3
Herato1202 3225000.0 3876729.0 50000 1385 0.0277 1
Herato1202 3275000.0 3926729.0 50000 748 0.01496 1
Herato1202 3325000.0 3976729.0 50000 2331 0.04662 1
Herato1202 3375000.0 4026729.0 50000 6835 0.1367 1
Herato1202 3425000.0 4076729.0 50000 96 0.00192 0
Herato1202 3475000.0 4126729.0 50000 222 0.00444 0
Herato1202 3525000.0 4176729.0 50000 5011 0.10022 4
Herato1202 3575000.0 4226729.0 50000 6533 0.13066 3
Herato1202 3625000.0 4276729.0 50000 252 0.00504 0
Herato1202 3675000.0 4326729.0 50000 555 0.0111 1
Herato1202 3725000.0 4376729.0 50000 7516 0.15032 4
Herato1202 3775000.0 4426729.0 50000 9558 0.19116 6
Herato1202 3825000.0 4476729.0 50000 7720 0.1544 3
Herato1202 3875000.0 4526729.0 50000 1586 0.03172 1
Herato1202 3925000.0 4576729.0 50000 3812 0.07624 2
Herato1202 3975000.0 4626729.0 50000 10314 0.20628 3
Herato1202 4025000.0 4676729.0 50000 1964 0.03928 0
Herato1202 4075000.0 4726729.0 50000 358 0.00716 0
Herato1202 4125000.0 4776729.0 50000 5069 0.10138 2
Herato1202 4175000.0 4826729.0 50000 6045 0.1209 3
Herato1202 4225000.0 4876729.0 50000 5477 0.10954 2
Herato1202 4275000.0 4926729.0 50000 5613 0.11226 1
Herato1202 4325000.0 4976729.0 50000 7581 0.15162 4
Herato1202 4375000.0 5026729.0 50000 4529 0.09058 1
Herato1202 4425000.0 5076729.0 50000 5390 0.1078 3
Herato1202 4475000.0 5126729.0 50000 6352 0.12704 5
Herato1202 4525000.0 5176729.0 50000 1112 0.02224 3
Herato1202 4575000.0 5226729.0 50000 3260 0.0652 1
Herato1202 4625000.0 5276729.0 50000 11324 0.22648 5
Herato1202 4675000.0 5326729.0 50000 9083 0.18166 2
Herato1202 4725000.0 5376729.0 50000 7380 0.1476 5
Herato1202 4775000.0 5426729.0 50000 1055 0.0211 1
Herato1202 4825000.0 5476729.0 50000 4769 0.09538 1
Herato1202 4875000.0 5526729.0 50000 8719 0.17438 7
Herato1202 4925000.0 5576729.0 50000 2313 0.04626 1
Herato1202 4975000.0 5626729.0 50000 796 0.01592 1
Herato1202 5025000.0 5676729.0 50000 616 0.01232 1
Herato1202 5075000.0 5726729.0 50000 8407 0.16814 4
Herato1202 5125000.0 5776729.0 50000 10679 0.21358 3
Herato1202 5175000.0 5826729.0 50000 9962 0.19924 4
Herato1202 5225000.0 5876729.0 50000 3466 0.06932 2
Herato1202 5275000.0 5926729.0 50000 12847 0.25694 4
Herato1202 5325000.0 5976729.0 50000 9910 0.1982 6
Herato1202 5375000.0 6026729.0 50000 2861 0.05722 0
Herato1202 5425000.0 6076729.0 50000 3776 0.07552 1
Herato1202 5475000.0 6126729.0 50000 14586 0.29172 9
Herato1202 5525000.0 6176729.0 50000 7510 0.1502 2
Herato1202 5575000.0 6226729.0 50000 5919 0.11838 4
Herato1202 5625000.0 6276729.0 50000 6450 0.129 4
Herato1202 5675000.0 6326729.0 50000 4340 0.0868 6
Herato1202 5725000.0 6376729.0 50000 8010 0.1602 3
Herato1202 5775000.0 6426729.0 50000 4158 0.08316 2
Herato1202 5825000.0 6476729.0 50000 2282 0.04564 1
Herato1202 5875000.0 6526729.0 50000 359 0.00718 0
Herato1202 5925000.0 6576729.0 50000 484 0.00968 0
Herato1202 5975000.0 6626729.0 50000 109 0.00218 0
Herato1202 6025000.0 6676729.0 50000 102 0.00204 0
Herato1202 6075000.0 6726729.0 50000 4920 0.0984 3
Herato1202 6125000.0 6776729.0 50000 8651 0.17302 4
Herato1202 6175000.0 6826729.0 50000 3349 0.06698 1
Herato1202 6225000.0 6876729.0 50000 10629 0.21258 4
Herato1202 6275000.0 6926729.0 50000 3432 0.06864 3
Herato1202 6325000.0 6976729.0 50000 1788 0.03576 1
Herato1202 6375000.0 7026729.0 50000 4470 0.0894 2
Herato1202 6425000.0 7076729.0 50000 3381 0.06762 2
Herato1202 6475000.0 7126729.0 50000 2320 0.0464 1
Herato1202 6525000.0 7176729.0 50000 3926 0.07852 2
Herato1202 6575000.0 7226729.0 50000 1525 0.0305 1
Herato1202 6625000.0 7276729.0 50000 0 0 0
Herato1202 6675000.0 7326729.0 50000 2368 0.04736 1
Herato1202 6725000.0 7376729.0 50000 306 0.00612 0
Herato1202 6775000.0 7426729.0 50000 35 0.0007 0
Herato1202 6825000.0 7476729.0 50000 147 0.00294 0
Herato1202 6875000.0 7526729.0 50000 0 0 0
Herato1202 6925000.0 7576729.0 50000 6275 0.1255 6
Herato1202 6975000.0 7626729.0 50000 4382 0.08764 3
Herato1202 7025000.0 7676729.0 50000 3638 0.07276 1
Herato1202 7075000.0 7726729.0 50000 3093 0.06186 3
Herato1202 7125000.0 7776729.0 50000 259 0.00518 0
Herato1202 7175000.0 7826729.0 50000 6987 0.13974 1
Herato1202 7225000.0 7876729.0 50000 2559 0.05118 0
Herato1202 7275000.0 7926729.0 50000 8305 0.1661 5
Herato1202 7325000.0 7976729.0 50000 4295 0.0859 1
Herato1202 7375000.0 8026729.0 50000 4151 0.08302 3
Herato1202 7425000.0 8076729.0 50000 825 0.0165 2
Herato1202 7475000.0 8126729.0 50000 4087 0.08174 2
Herato1202 7525000.0 8176729.0 50000 4331 0.08662 4
Herato1202 7575000.0 8226729.0 50000 2870 0.0574 1
Herato1202 7625000.0 8276729.0 50000 3953 0.07906 2
Herato1202 7675000.0 8326729.0 50000 9803 0.19606 1
Herato1202 7725000.0 8376729.0 50000 531 0.01062 1
Herato1202 7775000.0 8426729.0 50000 9025 0.1805 8
Herato1202 7825000.0 8476729.0 50000 13395 0.2679 3
Herato1202 7875000.0 8526729.0 50000 8344 0.16688 1
Herato1202 7925000.0 8576729.0 50000 199 0.00398 1
Herato1202 7975000.0 8626729.0 50000 556 0.01112 3
Herato1202 8025000.0 8676729.0 50000 2341 0.04682 2
Herato1202 8075000.0 8726729.0 50000 6135 0.1227 2
Herato1202 8125000.0 8776729.0 50000 14345 0.2869 6
Herato1202 8175000.0 8826729.0 50000 6569 0.13138 2
Herato1202 8225000.0 8876729.0 50000 2418 0.04836 2
Herato1202 8275000.0 8926729.0 50000 1581 0.03162 1
Herato1202 8325000.0 8976729.0 50000 0 0 0
Herato1202 8375000.0 9026729.0 50000 1102 0.02204 2
Herato1202 8425000.0 9076729.0 50000 4360 0.0872 1
Herato1202 8475000.0 9126729.0 50000 2896 0.05792 7
Herato1202 8525000.0 9176729.0 50000 1894 0.03788 4
Herato1202 8575000.0 9226729.0 50000 2207 0.04414 2
Herato1202 8625000.0 9276729.0 50000 3743 0.07486 3
Herato1202 8675000.0 9326729.0 50000 2179 0.04358 2
Herato1202 8725000.0 9376729.0 50000 3621 0.07242 1
Herato1202 8775000.0 9426729.0 50000 3935 0.0787 2
Herato1202 8825000.0 9476729.0 50000 299 0.00598 0
Herato1202 8875000.0 9526729.0 50000 0 0.0 1
Herato1202 8925000.0 9576729.0 50000 0 0 0
Herato1202 8975000.0 9626729.0 50000 1474 0.02948 1
Herato1202 9025000.0 9676729.0 50000 1087 0.02174 0
Herato1202 9075000.0 9726729.0 50000 8683 0.17366 4
Herato1202 9125000.0 9776729.0 50000 4130 0.0826 1
Herato1202 9175000.0 9826729.0 50000 577 0.01154 1
Herato1202 9225000.0 9876729.0 50000 5155 0.1031 4
Herato1202 9275000.0 9926729.0 50000 1996 0.03992 5
Herato1202 9325000.0 9976729.0 50000 3687 0.07374 2
Herato1202 9375000.0 10026729.0 50000 11982 0.23964 3
Herato1202 9425000.0 10076729.0 50000 7383 0.14766 5
Herato1202 9475000.0 10126729.0 50000 4094 0.08188 2
Herato1202 9525000.0 10176729.0 50000 10949 0.21898 3
Herato1202 9575000.0 10226729.0 50000 4521 0.09042 3
Herato1202 9625000.0 10276729.0 50000 3699 0.07398 2
Herato1202 9675000.0 10326729.0 50000 1535 0.0307 1
Herato1202 9725000.0 10376729.0 50000 7913 0.15826 3
Herato1202 9775000.0 10426729.0 50000 2596 0.05192 2
Herato1202 9825000.0 10476729.0 50000 0 0 0
Herato1202 9875000.0 10526729.0 50000 0 0 0
Herato1202 9925000.0 10576729.0 50000 67 0.00134 1
Herato1202 9975000.0 10626729.0 50000 3226 0.06452 0
Herato1202 10025000.0 10676729.0 50000 0 0 0
Herato1202 10075000.0 10726729.0 50000 0 0 0
Herato1202 10125000.0 10776729.0 50000 764 0.01528 1
Herato1202 10175000.0 10826729.0 50000 5130 0.1026 0
Herato1202 10225000.0 10876729.0 50000 242 0.00484 1
Herato1202 10275000.0 10926729.0 50000 197 0.00394 0
Herato1202 10325000.0 10976729.0 50000 1465 0.0293 0
Herato1202 10375000.0 11026729.0 50000 915 0.0183 1
Herato1202 10425000.0 11076729.0 50000 7979 0.15958 3
Herato1202 10475000.0 11126729.0 50000 1671 0.03342 2
Herato1202 10525000.0 11176729.0 50000 0 0 0
Herato1202 10575000.0 11226729.0 50000 0 0.0 9
Herato1202 10625000.0 11276729.0 50000 46 0.00092 2
Herato1202 10675000.0 11326729.0 50000 7942 0.15884 4
Herato1202 10725000.0 11376729.0 50000 1612 0.03224 0
Herato1202 10775000.0 11426729.0 50000 3683 0.07366 3
Herato1202 10825000.0 11476729.0 50000 4760 0.0952 6
Herato1202 10875000.0 11526729.0 50000 184 0.00368 0
Herato1202 10925000.0 11576729.0 50000 5122 0.10244 3
Herato1202 10975000.0 11626729.0 50000 1364 0.02728 0
Herato1202 11025000.0 11676729.0 50000 0 0 0
Herato1202 11075000.0 11726729.0 50000 1022 0.02044 2
Herato1202 11125000.0 11776729.0 50000 3184 0.06368 0
Herato1202 11175000.0 11826729.0 50000 8748 0.17496 5
Herato1202 11225000.0 11876729.0 50000 768 0.01536 0
Herato1202 11275000.0 11926729.0 50000 1548 0.03096 2
Herato1202 11325000.0 11976729.0 50000 1164 0.02328 1
Herato1202 11375000.0 12026729.0 50000 1389 0.02778 1
Herato1202 11425000.0 12076729.0 50000 4603 0.09206 2
Herato1202 11475000.0 12126729.0 50000 975 0.0195 0
Herato1202 11525000.0 12176729.0 50000 0 0 0
Herato1202 11575000.0 12226729.0 50000 555 0.0111 1
Herato1202 11625000.0 12276729.0 50000 0 0 0
Herato1202 11675000.0 12326729.0 50000 3364 0.06728 4
Herato1202 11725000.0 12376729.0 50000 0 0 0
Herato1202 11775000.0 12426729.0 50000 230 0.0046 1
Herato1202 11825000.0 12476729.0 50000 1027 0.02054 0
Herato1202 11875000.0 12526729.0 50000 5331 0.10662 2
Herato1202 11925000.0 12576729.0 50000 0 0 0
Herato1202 11975000.0 12626729.0 50000 2809 0.05618 3
Herato1202 12025000.0 12676729.0 50000 3632 0.07264 1
Herato1202 12075000.0 12726729.0 50000 1558 0.03116 2
Herato1202 12125000.0 12776729.0 50000 0 0 0
Herato1202 12175000.0 12826729.0 50000 0 0 0
Herato1202 12225000.0 12876729.0 50000 1904 0.03808 1
Herato1202 12275000.0 12926729.0 50000 2425 0.0485 1
Herato1202 12325000.0 12976729.0 50000 0 0 0
Herato1202 12375000.0 13026729.0 50000 1827 0.03654 1
Herato1202 12425000.0 13076729.0 50000 400 0.008 1
Herato1202 12475000.0 13126729.0 50000 450 0.009 0
Herato1202 12525000.0 13176729.0 50000 242 0.00484 0
Herato1202 12575000.0 13226729.0 50000 1786 0.03572 1
Herato1202 12625000.0 13276729.0 50000 2378 0.04756 1
Herato1202 12675000.0 13326729.0 50000 3813 0.07626 2
Herato1202 12725000.0 13376729.0 50000 2273 0.04546 1
Herato1202 12775000.0 13426729.0 50000 0 0 0
Herato1202 12825000.0 13476729.0 50000 0 0 0
Herato1202 12875000.0 13526729.0 50000 0 0 0
Herato1202 12925000.0 13576729.0 50000 0 0 0
Herato1202 12975000.0 13626729.0 50000 2207 0.04414 1
Herato1202 13025000.0 13676729.0 50000 2083 0.04166 1
Herato1202 13075000.0 13726729.0 50000 8911 0.17822 7
Herato1202 13125000.0 13776729.0 50000 10650 0.213 5
Herato1202 13175000.0 13826729.0 50000 4984 0.09968 4
Herato1202 13225000.0 13876729.0 50000 7015 0.1403 3
Herato1202 13275000.0 13926729.0 50000 4576 0.09152 2
Herato1202 13325000.0 13976729.0 50000 14174 0.28348 7
Herato1202 13375000.0 14026729.0 50000 5716 0.11432 3
Herato1202 13425000.0 14076729.0 50000 6935 0.1387 4
Herato1202 13475000.0 14126729.0 50000 3494 0.06988 2
Herato1202 13525000.0 14176729.0 50000 5758 0.11516 2
Herato1202 13575000.0 14226729.0 50000 8120 0.1624 6
Herato1202 13625000.0 14276729.0 50000 12504 0.25008 5
Herato1202 13675000.0 14326729.0 50000 4651 0.09302 3
Herato1202 13725000.0 14376729.0 50000 2734 0.05468 1
Herato1202 13775000.0 14426729.0 50000 0 0 0
Herato1202 13825000.0 14476729.0 50000 0 0 0
Herato1202 13875000.0 14526729.0 50000 381 0.00762 1
Herato1202 13925000.0 14576729.0 50000 856 0.01712 0
Herato1202 13975000.0 14626729.0 50000 3041 0.06082 0
Herato1202 14025000.0 14676729.0 50000 0 0 0
Herato1202 14075000.0 14726729.0 50000 1108 0.02216 1
Herato1202 14125000.0 14776729.0 50000 0 0.0 1
Herato1202 14175000.0 14826729.0 50000 3344 0.06688 4
Herato1202 14225000.0 14876729.0 50000 3829 0.07658 2
Herato1202 14275000.0 14926729.0 50000 1219 0.02438 0
Herato1202 14325000.0 14976729.0 50000 1320 0.0264 2
Herato1202 14375000.0 15026729.0 50000 7932 0.15864 4
Herato1202 14425000.0 15076729.0 50000 1074 0.02148 2
Herato1202 14475000.0 15126729.0 50000 9582 0.19164 2
Herato1202 14525000.0 15176729.0 50000 19958 0.39916 8
Herato1202 14575000.0 15226729.0 50000 11641 0.23282 5
Herato1202 14625000.0 15276729.0 50000 7648 0.15296 3
Herato1202 14675000.0 15326729.0 50000 126 0.00252 0
Herato1202 14725000.0 15376729.0 50000 0 0 0
Herato1202 14775000.0 15426729.0 50000 10361 0.20722 4
Herato1202 14825000.0 15476729.0 50000 1574 0.03148 2
Herato1202 14875000.0 15526729.0 50000 5200 0.104 1
Herato1202 14925000.0 15576729.0 50000 0 0 0
Herato1202 14975000.0 15626729.0 50000 1615 0.0323 2
Herato1202 15025000.0 15676729.0 50000 328 0.00656 0
Herato1202 15075000.0 15726729.0 50000 1368 0.02736 0
Herato1202 15125000.0 15776729.0 50000 0 0 0
Herato1202 15175000.0 15826729.0 50000 0 0 0
Herato1202 15225000.0 15876729.0 50000 1417 0.02834 1
Herato1202 15275000.0 15926729.0 50000 4700 0.094 1
Herato1202 15325000.0 15976729.0 50000 0 0 0
Herato1202 15375000.0 16026729.0 50000 16484 0.32968 9
Herato1202 15425000.0 16076729.0 50000 6883 0.13766 6
Herato1202 15475000.0 16126729.0 50000 10936 0.21872 4
Herato1202 15525000.0 16176729.0 50000 283 0.00566 0
Herato1202 15575000.0 16226729.0 50000 12510 0.2502 6
Herato1202 15625000.0 16276729.0 50000 2281 0.04562 1
Herato1202 15675000.0 16326729.0 50000 1312 0.02624 1
Herato1202 15725000.0 16376729.0 50000 2735 0.0547 0
Herato1202 15775000.0 16426729.0 50000 1225 0.0245 1
Herato1202 15825000.0 16476729.0 50000 7004 0.14008 5
Herato1202 15875000.0 16526729.0 50000 11481 0.22962 3
Herato1202 15925000.0 16576729.0 50000 4023 0.08046 2
Herato1202 15975000.0 16626729.0 50000 3994 0.07988 1
Herato1202 16025000.0 16676729.0 50000 4635 0.0927 2
Herato1202 16075000.0 16726729.0 50000 5573 0.11146 2
Herato1202 16125000.0 16776729.0 50000 13985 0.2797 5
Herato1202 16175000.0 16826729.0 50000 11924 0.23848 7
Herato1202 16225000.0 16876729.0 50000 10377 0.20754 5
Herato1202 16275000.0 16926729.0 50000 13087 0.26174 7
Herato1202 16325000.0 16976729.0 50000 15128 0.30256 6
Herato1202 16375000.0 17026729.0 50000 6144 0.12288 3
Herato1202 16425000.0 17076729.0 50000 1208 0.02416 4
Herato1202 16475000.0 17126729.0 50000 294 0.00588 0
Herato1202 16525000.0 17176729.0 50000 816 0.01632 1
Herato1202 16575000.0 17226729.0 50000 8273 0.16546 2
Herato1202 16625000.0 17276729.0 50000 5003 0.10006 2
Herato1202 16675000.0 17326729.0 50000 11020 0.2204 4
Herato1202 16725000.0 17376729.0 50000 10026 0.20052 5
Herato1202 16775000.0 17426729.0 50000 5397 0.10794 3
Herato1202 16825000.0 17476729.0 50000 3998 0.07996 3
Herato1202 16875000.0 17526729.0 50000 9601 0.19202 4
Herato1202 16925000.0 17576729.0 50000 1344 0.02688 2
Herato1202 16975000.0 17626729.0 50000 4256 0.08512 2
Herato1202 17025000.0 17676729.0 50000 2621 0.05242 3
Herato1202 17075000.0 17726729.0 50000 14546 0.29092 6
Herato1202 17125000.0 17776729.0 50000 7596 0.15192 3
Herato1202 17175000.0 17826729.0 50000 10098 0.20196 4
Herato1202 17225000.0 17876729.0 50000 12431 0.24862 4
Herato1202 17275000.0 17926729.0 50000 5505 0.1101 3
Herato1202 17325000.0 17976729.0 50000 1872 0.03744 2
Herato1202 17375000.0 18026729.0 50000 310 0.0062 0
Herato1202 17425000.0 18076729.0 50000 0 0 0
Herato1202 17475000.0 18126729.0 50000 49 0.00098 1
Herato1202 17525000.0 18176729.0 50000 7445 0.1489 4
Herato1202 17575000.0 18226729.0 50000 13708 0.27416 6
Herato1202 17625000.0 18276729.0 50000 6110 0.1222 3
Herato1202 17675000.0 18326729.0 50000 4078 0.08156 2
Herato1202 17725000.0 18376729.0 50000 3064 0.06128 1
Herato1202 17775000.0 18426729.0 50000 121 0.00242 0
Herato1202 17825000.0 18476729.0 50000 474 0.00948 0
Herato1202 17875000.0 18526729.0 50000 5108 0.10216 2
Herato1202 17925000.0 18576729.0 50000 0 0 0
Herato1202 17975000.0 18626729.0 50000 5542 0.11084 3
Herato1202 18025000.0 18676729.0 50000 8807 0.17614 4
Herato1202 18075000.0 18726729.0 50000 7116 0.14232 4
Herato1202 18125000.0 18776729.0 50000 9431 0.18862 3
Herato1202 18175000.0 18826729.0 50000 0 0.0 1
Herato1202 18225000.0 18876729.0 50000 0 0 0
Herato1202 18275000.0 18926729.0 50000 0 0 0
Herato1202 18325000.0 18976729.0 50000 986 0.01972 1
Herato1202 18375000.0 19026729.0 50000 1792 0.03584 1
Herato1202 18425000.0 19076729.0 50000 1364 0.02728 0
Herato1202 18475000.0 19126729.0 50000 592 0.01184 1
Herato1202 18525000.0 19176729.0 50000 3469 0.06938 2
Herato1202 18575000.0 19226729.0 50000 391 0.00782 0
Herato1202 18625000.0 19276729.0 50000 3211 0.06422 3
Herato1202 18675000.0 19326729.0 50000 6933 0.13866 3
Herato1202 18725000.0 19376729.0 50000 4686 0.09372 2
Herato1202 18775000.0 19426729.0 50000 2004 0.04008 1
Herato1202 18825000.0 19476729.0 50000 2149 0.04298 2
Herato1202 18875000.0 19526729.0 50000 10882 0.21764 3
Herato1202 18925000.0 19576729.0 50000 4137 0.08274 1
Herato1202 18975000.0 19626729.0 50000 6104 0.12208 4
Herato1202 19025000.0 19676729.0 50000 1782 0.03564 2
Herato1202 19075000.0 19726729.0 50000 6553 0.13106 2
Herato1202 19125000.0 19776729.0 50000 7574 0.15148 3
Herato1202 19175000.0 19826729.0 50000 1335 0.0267 0
Herato1202 19225000.0 19876729.0 50000 9098 0.18196 2
Herato1202 19275000.0 19926729.0 50000 3667 0.07334 2
Herato1202 19325000.0 19976729.0 50000 5816 0.11632 1
Herato1202 19375000.0 20026729.0 50000 6918 0.13836 2
Herato1202 19425000.0 20076729.0 50000 9876 0.19752 5
Herato1202 19475000.0 20126729.0 50000 3833 0.07666 1
Herato1202 19525000.0 20176729.0 50000 6856 0.13712 5
Herato1202 19575000.0 20226729.0 50000 3300 0.066 3
Herato1202 19625000.0 20276729.0 50000 985 0.0197 0
Herato1202 19675000.0 20326729.0 50000 3668 0.07336 0
Herato1202 19725000.0 20376729.0 50000 0 0 0
Herato1202 19775000.0 20426729.0 50000 579 0.01158 1
Herato1202 19825000.0 20476729.0 50000 4803 0.09606 3
Herato1202 19875000.0 20526729.0 50000 3147 0.06294 1
Herato1202 19925000.0 20576729.0 50000 1353 0.02706 0
Herato1202 19975000.0 20626729.0 50000 12487 0.24974 4
Herato1202 20025000.0 20676729.0 50000 3321 0.06642 2
Herato1202 20075000.0 20726729.0 50000 4014 0.08028 3
Herato1202 20125000.0 20776729.0 50000 6972 0.13944 1
Herato1202 20175000.0 20826729.0 50000 5966 0.11932 5
Herato1202 20225000.0 20876729.0 50000 13816 0.27632 1
Herato1202 20275000.0 20926729.0 50000 563 0.01126 0
Herato1202 20325000.0 20976729.0 50000 8443 0.16886 3
Herato1202 20375000.0 21026729.0 50000 1904 0.03808 1
Herato1202 20425000.0 21076729.0 50000 3322 0.06644 1
Herato1202 20475000.0 21126729.0 50000 0 0 0
Herato1202 20525000.0 21176729.0 50000 881 0.01762 1
Herato1202 20575000.0 21226729.0 50000 1540 0.0308 1
Herato1202 20625000.0 21276729.0 50000 366 0.00732 2
Herato1202 20675000.0 21326729.0 50000 1372 0.02744 1
Herato1202 20725000.0 21355723.0 7988 261 0.0326740110165 1
Herato1301 25000.0 25000.0 50000 11892 0.23784 6
Herato1301 75000.0 75000.0 50000 2848 0.05696 3
Herato1301 125000.0 125000.0 50000 2029 0.04058 4
Herato1301 175000.0 175000.0 50000 2110 0.0422 1
Herato1301 225000.0 225000.0 50000 1392 0.02784 1
Herato1301 275000.0 275000.0 50000 172 0.00344 1
Herato1301 325000.0 325000.0 50000 2096 0.04192 1
Herato1301 375000.0 375000.0 50000 89 0.00178 1
Herato1301 425000.0 425000.0 50000 2337 0.04674 1
Herato1301 475000.0 475000.0 50000 1011 0.02022 0
Herato1301 525000.0 525000.0 50000 178 0.00356 0
Herato1301 575000.0 575000.0 50000 448 0.00896 1
Herato1301 625000.0 625000.0 50000 1748 0.03496 1
Herato1301 675000.0 675000.0 50000 494 0.00988 1
Herato1301 725000.0 725000.0 50000 1989 0.03978 1
Herato1301 775000.0 775000.0 50000 937 0.01874 2
Herato1301 825000.0 825000.0 50000 2204 0.04408 4
Herato1301 875000.0 875000.0 50000 368 0.00736 0
Herato1301 925000.0 925000.0 50000 0 0 0
Herato1301 975000.0 975000.0 50000 2655 0.0531 1
Herato1301 1025000.0 1025000.0 50000 5744 0.11488 4
Herato1301 1075000.0 1075000.0 50000 935 0.0187 0
Herato1301 1125000.0 1125000.0 50000 0 0 0
Herato1301 1175000.0 1175000.0 50000 0 0.0 1
Herato1301 1225000.0 1225000.0 50000 2998 0.05996 1
Herato1301 1275000.0 1275000.0 50000 2914 0.05828 1
Herato1301 1325000.0 1325000.0 50000 0 0 0
Herato1301 1375000.0 1375000.0 50000 0 0 0
Herato1301 1425000.0 1425000.0 50000 178 0.00356 1
Herato1301 1475000.0 1475000.0 50000 931 0.01862 0
Herato1301 1525000.0 1525000.0 50000 2123 0.04246 0
Herato1301 1575000.0 1575000.0 50000 0 0 0
Herato1301 1625000.0 1625000.0 50000 487 0.00974 1
Herato1301 1675000.0 1675000.0 50000 0 0.0 1
Herato1301 1725000.0 1725000.0 50000 885 0.0177 1
Herato1301 1775000.0 1775000.0 50000 6124 0.12248 2
Herato1301 1825000.0 1825000.0 50000 10671 0.21342 6
Herato1301 1875000.0 1875000.0 50000 6554 0.13108 4
Herato1301 1925000.0 1925000.0 50000 639 0.01278 0
Herato1301 1975000.0 1975000.0 50000 57 0.00114 0
Herato1301 2025000.0 2025000.0 50000 104 0.00208 0
Herato1301 2075000.0 2075000.0 50000 47 0.00094 1
Herato1301 2125000.0 2125000.0 50000 796 0.01592 1
Herato1301 2175000.0 2175000.0 50000 2076 0.04152 1
Herato1301 2225000.0 2225000.0 50000 2122 0.04244 2
Herato1301 2275000.0 2275000.0 50000 9696 0.19392 2
Herato1301 2325000.0 2325000.0 50000 5617 0.11234 1
Herato1301 2375000.0 2375000.0 50000 9250 0.185 1
Herato1301 2425000.0 2425000.0 50000 86 0.00172 0
Herato1301 2475000.0 2475000.0 50000 3370 0.0674 1
Herato1301 2525000.0 2525000.0 50000 4830 0.0966 3
Herato1301 2575000.0 2575000.0 50000 447 0.00894 0
Herato1301 2625000.0 2625000.0 50000 195 0.0039 0
Herato1301 2675000.0 2675000.0 50000 155 0.0031 0
Herato1301 2725000.0 2725000.0 50000 454 0.00908 0
Herato1301 2775000.0 2775000.0 50000 15143 0.30286 6
Herato1301 2825000.0 2825000.0 50000 965 0.0193 0
Herato1301 2875000.0 2875000.0 50000 1849 0.03698 1
Herato1301 2925000.0 2925000.0 50000 5322 0.10644 4
Herato1301 2975000.0 2975000.0 50000 3470 0.0694 2
Herato1301 3025000.0 3025000.0 50000 10930 0.2186 6
Herato1301 3075000.0 3075000.0 50000 7039 0.14078 3
Herato1301 3125000.0 3125000.0 50000 6339 0.12678 1
Herato1301 3175000.0 3175000.0 50000 6191 0.12382 2
Herato1301 3225000.0 3225000.0 50000 4807 0.09614 2
Herato1301 3275000.0 3275000.0 50000 50 0.001 0
Herato1301 3325000.0 3325000.0 50000 6171 0.12342 2
Herato1301 3375000.0 3375000.0 50000 14616 0.29232 4
Herato1301 3425000.0 3425000.0 50000 5163 0.10326 0
Herato1301 3475000.0 3475000.0 50000 0 0 0
Herato1301 3525000.0 3525000.0 50000 10328 0.20656 3
Herato1301 3575000.0 3575000.0 50000 5990 0.1198 5
Herato1301 3625000.0 3625000.0 50000 6270 0.1254 1
Herato1301 3675000.0 3675000.0 50000 4239 0.08478 3
Herato1301 3725000.0 3725000.0 50000 3291 0.06582 0
Herato1301 3775000.0 3775000.0 50000 2435 0.0487 1
Herato1301 3825000.0 3825000.0 50000 2491 0.04982 0
Herato1301 3875000.0 3875000.0 50000 0 0 0
Herato1301 3925000.0 3925000.0 50000 0 0 0
Herato1301 3975000.0 3975000.0 50000 3514 0.07028 1
Herato1301 4025000.0 4025000.0 50000 3067 0.06134 2
Herato1301 4075000.0 4075000.0 50000 4873 0.09746 0
Herato1301 4125000.0 4125000.0 50000 0 0 0
Herato1301 4175000.0 4175000.0 50000 1936 0.03872 2
Herato1301 4225000.0 4225000.0 50000 1051 0.02102 1
Herato1301 4275000.0 4275000.0 50000 1213 0.02426 1
Herato1301 4325000.0 4325000.0 50000 12360 0.2472 5
Herato1301 4375000.0 4375000.0 50000 7897 0.15794 2
Herato1301 4425000.0 4425000.0 50000 0 0 0
Herato1301 4475000.0 4475000.0 50000 0 0.0 1
Herato1301 4525000.0 4525000.0 50000 0 0 0
Herato1301 4575000.0 4575000.0 50000 661 0.01322 1
Herato1301 4625000.0 4625000.0 50000 611 0.01222 1
Herato1301 4675000.0 4675000.0 50000 0 0 0
Herato1301 4725000.0 4725000.0 50000 2284 0.04568 2
